,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
324,1292,Zhang Zhan: The 'rebellious soul' jailed for filming Wuhan,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,a,b
325,819,Whoever wins the election will face one of the most challenging market environments to start a presidential term in history,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
326,1279,Covid-19: Rise in HSE staff redeployed to nursing homes,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,b,b
327,559,Russia's Environmental Disasters in 2020,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,a,b
328,725,Biden picks Kerry for Cabinet-level climate role,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
329,1081,Global climate summit promises ambitious plans for 5th anniversary of Paris Agreement,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,b,b
330,972,"Climate-changing methane emissions from oilpatch twice as high as thought, study shows",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
331,1324,Minister says most vulnerable people should receive Covid vaccine by Spring,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
332,818,Colorado looks to logging to help re-balance forests in an era of climate-triggered megafires,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
333,823,Paris climate agreement: What will happen if Biden wins the US election?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,b,a,a,b
334,992,Time is now for Canada's public pension giants to invest in a safe climate future,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,b,b,b
335,937,Foals' Edwin considered quitting the band over climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,b,b
336,710,Trump pushes new environmental rollbacks on way out the door,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,a,a,b
337,509,"Biden taps Haaland for Interior, N.C. environment chief Regan for EPA",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
338,873,Supernova explosions may have helped shape Earth's climate history,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,a,b
339,715,"Cook County commissioners approve $14 million settlement in lawsuit alleging indecent behavior by inmates to public defenders, hostile work environment",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,b,b,a,b,a,b
340,1095,Climate activist Seth Klein's call to arms to fight climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
341,537,Facebook is reportedly planning to woo Joe Biden by rolling out new vaccine and climate change features,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,b,b,b,b
342,778,The Top Five Climate Stories of 2020,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
343,729,Zombie' greenhouse gas lurks in permafrost beneath the Arctic Ocean,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,b,b,b,b,a,b
344,1317,"Biden warns that it could take years for Americans to be vaccinated at the current rate, and says his target of 100 million doses in 100 days requires extra Congress funding",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
345,682,Greta Thunberg Says She's 'More Than Happy' That U.S. Is Rejoining Paris Climate Agreement,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
346,1067,Women lead the climate movement. Don't leave them out of the green recovery,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
347,623,"California Air, Climate Regulator Mary Nichols Hopes To Run Biden's EPA",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
348,528,"The final days of lame-duck Trump: Electioneering, revenge and environmental attacks as the president refuses to go quietly",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,a,b,b
349,1107,Climate Change and California's Favorite Trees,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
350,767,Biden to pick North Carolina environmental regulator to run EPA,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
351,888,Climate crisis: CO2 hits new record despite Covid-19 lockdowns,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,a,a,b,a,a,b,b
352,702,Hothouse 2020: An out-of-bounds look at election day and what it could mean for the climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,b,b,b,a,b,b
353,522,Many loopholes in international ban on heavy fuel in Arctic shipping: environmentalists,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,a,b
354,1047,Greta Thunberg blasts leaders as 'hypocrites' over climate crisis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,a,b,b
355,1297,"The Spin: Pandemic, politicians make Jan. 1 reset difficult | An 'inflection point' for police reform? | Illinois' minimum wage goes up $1 next month",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,a,b,b
356,530,Biden Taps Climate Team Focused on Environmental Racism & Science to Take Over from Industry Lobbyists,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
357,677,Climate heroes: the countries pioneering a green future,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
358,526,"Biden Announces Climate Team, Including First-Ever National Climate Advisor",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
359,1271,Covid: What will the England lockdown achieve?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,a,b
360,666,9 Things the Biden Administration Could Do Quickly on the Environment,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
361,897,Some Republican states would fight forced utility emissions cuts under Biden climate agenda,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,a,b,b,b,a,a,b
362,1320,U.K. COVID-19 variant detected in Southern California,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,b,b,b
363,1042,Climate Inequality Exists in U.S. Cities and Has Deep Racist Roots,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,a,b
364,756,"How Joe Biden could make Brazil his first ""climate outlaw""",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,b,a,a,b
365,1306,Partisanship Is a Public Health Threat,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,b,b,a,a,b
366,1309,Covid: What are the lockdown rules in place across Europe?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,a,b
367,854,Al Gore: I Have Hope on the Climate Crisis. America Must Lead.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
368,895,Climate crisis to triple flooding threat for low-income US homes by 2050,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
369,764,Biden's Climate Team Begins to Take Shape,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
370,609,"Top California Air, Climate Regulator Hopes to Run Biden EPA",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
371,1293,NYE gatherings cause concern among health officials during COVID-19 crisis,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,b,a,b
372,1093,European states ordered to respond to youth activists' climate lawsuit,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,a,b,b
373,1111,'We Don't Have To Live This Way': Doctors Call For Climate Action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
374,504,International shipping is killing the climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,a,a,a,b
375,806,Climate report warns of rising risk as U.N. pushes nations to take action,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
376,973,UN tell worlds leader to declare state of climate emergency,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,a,b
377,717,French climate council warns that 5G will lead to spike in carbon emissions,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,a,a,b
378,628,Chronic disease is on the rise  and stopping it requires a new Canadian Environmental Protection Act,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,a,b
379,518,Biden says his climate team has 'no time to waste',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
380,1389,California identifies second US case of highly contagious Covid-19 variant,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
381,534,Migrants Flee Climate Change Ravaged Central America as Record-Breaking Hurricanes Hit,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
382,876,Incoming EPA Chief Vows 'Sense of Urgency on Climate',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
383,1376,Texas sees delays amid push for faster vaccine rollout,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
384,918,Climate change: Can sending fewer emails really save the planet?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,a,b
385,569,Atlantic hurricane season ends with records driven by climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
386,875,European Space Agency satellite to provide key indications of rise in sea level due to climate warming,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,a,b
387,1041,Securitizing climate change can lead to more surveillance and eco-fascism,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,b,a,a,a,b
388,797,New Zealand declares a climate change emergency,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
389,874,"""We're in a crisis"": Biden introduces climate policy team",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
390,1249,Indiana college student with COVID-19 dies in her dorm room,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,a,b
391,1284,Evanston school officials say no evidence of hacking found after student encountered racial slur on remote learning platform,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,a,b
392,938,Fossil fuel production must drop 6% a year to meet climate goals: UN report,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
393,885,Firefighters and others on the climate frontline need Labour to be bolder | Matt Wrack,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
394,664,Mechanical tree helps Science Museum branch out on climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
395,1344,Tuesday's coronavirus update,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,b,b
396,1342,China clamps down in hidden hunt for coronavirus origins,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
397,531,Climate Change Legislation Included in Coronavirus Stimulus Deal,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,b,b,b
398,680,"As The Climate Warms, Hurricanes Are Lasting Longer Over Land, Study Finds",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
399,527,"2020 was a stormy, fiery, record-breaking year when climate disasters wouldn't stop",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,b,b
400,633,Climate change: Warmer winters linked to increased drowning risk,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
401,835,U.S. to shatter record for billion-dollar climate disasters in 2020,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,b,a,b,b,a,b,b
402,1259,Which hospitals in your community are getting hit hardest during COVID-19 surge?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,a,b,b,b,b
403,986,"Biden to Name Gina McCarthy, Former E.P.A. Chief, as White House Climate Coordinator",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
404,1123,'We want real action': young activists aim to fill void on climate with Mock Cop26,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
405,1332,The Latest: Danes take action after virus mutation in minks,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,a,b,a,b,b
406,631,"Biden taps climate, environment hands for transition teams",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
407,1023,California's Ancient Redwoods Face New Challenge From Wildfires And Warming Climate,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,b,b,b
408,1337,Britain approves Oxford/AstraZeneca COVID-19 vaccine,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
409,2130,First complete coronavirus model shows cooperation,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
410,1060,How will sea levels change with climate change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,a,b
411,542,Great Lakes advocates look to Biden administration to take on climate change: 'A breath of fresh air',Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
412,912,How long can Britain avoid a climate change culture war?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,a,b
413,750,"World is running out of time on climate, experts warn",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
414,1323,Frontline doctor talks about the state of COVID-19 in the U.S.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
415,877,Is nuclear fusion the answer to the climate crisis?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,b,b,a,a,a,b
416,1381,Denmark to kill 15 million mink over link to human COVID infections,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,a,b
417,720,Congress Takes Aim at Climate Change in Massive Relief Bill,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
418,936,"World not doing nearly enough to stop 'catastrophic' global warming, UN report warns",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
419,638,Could we ever pull enough carbon out of the atmosphere to stop climate change?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,a,a,a,b
420,1368,COVID has changed your health insurance options,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,a,a,b,a,b
421,512,Biden Presents a New Era in the Fight Against Climate Change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
422,898,Norman Foster pulls out of climate coalition in row over aviation,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,a,a,b,b
423,617,"Society needs to be shocked' into making environmentally sustainable changes, says climate scientist",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,a,b,b
424,958,What a Republican-controlled Senate means for Biden's climate agenda,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,a,b,b
425,699,Arsenal become first Premier League club to join forces with the United Nations to combat climate change,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,a,b,b,b
426,503,How Parents Can Tame the Stress of Climate Crises,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,a,b,b
427,737,"Experts lay out the criteria for choosing Biden's CTO, who will be faced with using tech to tackle everything from climate change to vaccine distribution",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,b,b,b,b
428,1374,"Iona, basketball coach Rick Pitino announce 2nd COVID-19 season pause",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
429,1086,Fossil fuel influence targeted in fight to control climate agenda in next parliament,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
430,1062,Biden has big climate change plans. But can he get it done?,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,a,b
431,1315,Government begins sending $600 COVID-19 stimulus payments to millions in U.S.,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,b,b,b
432,892,"2020 in Review: Stories on Climate Change, COVID-19 budgets, and the election",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,b,a,b,b
433,827,U.S. Exits Paris Climate Accord after Trump Stalls Global Warming Action for Four Years,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,b,a,b
434,821,"Day after election, US formally exits Paris climate change agreement",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,b,b,a,b
435,865,"A Return to Paris Climate Accord Would Cost Much, Yield Little",Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,b,a,a,b
436,545,The pandemic has barely made a dent in climate-changing pollution levels,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,b,a,a,a,b
437,1245,Teenager's lockdown meltdown,Trustworthy,"
    
Which of the following describes the above news headline?
A: Misinformation
B: Trustworthy

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,a,a,b,b
